s,x,y,kappa
3.58,2.4726290521623384,1.0217037304965588,1.6109872156766218
3.59,2.4775381149058116,1.0129917277769058,1.7398143805093313
3.6,2.482594389977574,1.004364348021654,1.8522210431547177
3.61,2.487812761353805,0.9958341217624065,1.9437748876757706
3.62,2.4932430841740443,0.987437315886936,2.0105393646528555
3.63,2.498886249695213,0.9791820329716538,2.0497130390690623
3.64,2.504732694814792,0.9710694254983261,2.0600885021699424
3.65,2.510771973982422,0.963099307971165,2.042227483747124
3.66,2.516992934663277,0.9552701516435714,1.9983314781544825
3.67,2.5233838875997012,0.9475791078813023,1.931850392345916
3.68,2.529932768123278,0.9400220582351292,1.8469281800711017
3.69,2.536627282186741,0.9325936857005239,1.7477959202250022
3.7,2.543455032468057,0.9252875611329482,1.638205084921743
3.71,2.550403621614244,0.9180962388424995,1.5209671062658419
3.72,2.557460731259451,0.9110113558946255,1.3976456099444359
3.73,2.5646141767546227,0.9040237304565794,1.2684372547173217
3.74,2.5718519385132543,0.8971234554996043,1.1322704752035613
3.75,2.5791621680580397,0.8902999813946159,0.9871236078408553
3.76,2.586535895207231,0.8835451784690088,0.8305100805455992
3.77,2.5939904632480517,0.8768797231691473,0.6600557387027419
3.78,2.6015145196484832,0.8702927707893316,0.4740688353493071
3.79,2.609088004879936,0.8637626841591254,0.2719823798620229
3.8,2.6166918141495157,0.8572679168733746,0.05460427234451632
3.81,2.624307505210938,0.8507870799300976,-0.17582764001253146
3.82,2.631916997706007,0.8442989692304474,-0.41573698709361556
3.83,2.639502280978948,0.8377825842253531,-0.6603707296202985
3.84,2.647045131831952,0.8312171507689056,-0.9039911425611743
3.85,2.654526843937247,0.824582160472806,-1.140108545444306
3.86,2.6619279720227054,0.8178574385918258,-1.3618063248660237
3.87,2.6692280963890727,0.811023252403637,-1.5622171576538137
3.88,2.6764056167713672,0.8040604718236796,-1.735159620460485
3.89,2.6834375889368682,0.7969507931106548,-1.8758528165657122
3.9,2.6902996224514495,0.7896770342975066,-1.9815358421132063
3.91,2.696965862744366,0.7822235062832822,-2.0517820158882683
3.92,2.7034090046786106,0.7745763905513356,-2.088352883963508
3.93,2.709646727366333,0.7667605139391345,-2.094576992498897
3.94,2.7157368608991126,0.7588290849538771,-2.074397766859547
3.95,2.7216792255695466,0.750786345491971,-2.0313831557768536
3.96,2.727474064253893,0.7426366642983823,-1.9680248840687282
3.97,2.733113033767667,0.7343784472413019,-1.8855212062820745
